region,latitude,longitude,elevation,slope,aspect,soil_type,soil_moisture,vegetation_cover,precipitation,previous_cloudburst,temperature_celsius,humidity,wind_speed_kph,deforestation,urbanization,mining_activity,land_use,proximity_to_river,proximity_to_fault_line,landslide_occurred
Uttarakhand,29.36211517,78.34818806,5140.66305,24.32990384,102.7793136,Sand,27.17831804,99.07538471,551.8820899,0,24.59578798,61.86196862,67.05115118,0,0.114600339,0,Urban,5.089700607,14.61110909,0
Karnataka,12.58448904,74.15610054,1753.249076,26.99056645,241.8334532,Silt,55.97634512,26.84247683,267.3475955,0,23.47113026,94.88368473,77.22948682,0,96.52661311,0,Urban,3.249153174,21.06325934,0
Jammu & Kashmir,33.9984967,74.52692584,1083.70671,48.88377747,162.5796135,Silt,46.64022572,68.31058489,143.3743847,0,15.08046487,95.03865101,15.31075444,0,34.35757077,0,Agriculture,3.434581347,13.53602241,0
Arunachal Pradesh,28.88141403,95.32876601,1661.923597,42.80576966,278.3814759,Loam,84.59493067,89.19861111,366.4149471,0,17.95530232,71.31861005,24.5492915,0,55.24188916,0,Agriculture,0.855370094,18.06475489,0
Arunachal Pradesh,26.35968623,92.78935274,2454.261862,25.02759627,174.708096,Loam,60.91335774,52.17411107,84.34904114,1,26.47998883,21.59861193,17.05576386,0,44.33725464,0,Urban,4.985585085,2.802162652,0
Odisha,20.78277508,82.74507876,5058.421993,25.15010537,208.5031389,Loam,91.36549676,36.93228944,183.1845994,0,24.48738865,75.43667163,77.87538729,1,74.70663207,1,Agriculture,8.537100669,5.493698672,0
Meghalaya,25.65287251,90.37364893,6076.34397,43.09125402,226.0317568,Silt,64.72305701,25.94230645,303.8262335,0,12.98595763,57.99600663,44.49858598,0,98.92177261,1,Urban,4.177391809,14.75581339,0
Jammu & Kashmir,34.20041521,76.63345403,4064.715704,45.53157823,128.9522546,Sand,104.9805375,72.66517794,575.9606581,0,18.0500067,51.60367705,4.742085418,0,1.409358448,0,Agriculture,8.887889027,10.50637355,0
Meghalaya,25.26380492,91.92371346,2725.127547,67.3522124,267.200321,Silt,80.82861532,8.228037555,390.7371343,1,18.89955149,38.08923216,7.07351093,1,77.38401732,0,Urban,9.115036845,15.54715169,0
Himachal Pradesh,32.29703439,78.01105974,5544.741704,9.885497529,354.5349666,Loam,0,75.66539043,83.98753997,1,16.70261853,25.04843583,79.57340206,0,77.58318501,1,Urban,9.56291656,17.28104392,0
Tamil Nadu,12.1845145,78.32055545,555.0195305,73.95803854,263.9298153,Clay,49.15155596,52.97991747,126.6522128,0,33.23777097,64.41213325,66.92551835,0,56.17073009,0,Barren,5.171957911,9.130211756,0
Himachal Pradesh,31.50983984,78.1425064,1014.741104,58.57163114,4.888828059,Silt,14.86491589,75.18041475,569.8179885,0,16.99005171,62.37567711,13.58916241,1,94.39705211,0,Forest,4.834158448,7.660298206,0
Meghalaya,25.82929612,90.1087392,4520.681628,3.789573564,15.67387836,Silt,108.7175331,75.77247804,344.4717521,0,33.39887028,39.8895272,63.39020219,0,95.34323636,0,Barren,2.979090336,16.41177451,0
Uttarakhand,31.11678136,79.64286357,2751.615411,20.7665984,356.7218823,Silt,53.53401858,97.0322946,451.5920011,0,19.10708516,56.40051585,99.2178044,0,60.42204086,1,Urban,6.778860512,11.38396079,0
Tamil Nadu,11.14047556,78.47746274,5535.163068,7.31240585,144.7267969,Silt,50.91672652,72.22805854,340.6829188,0,27.77447507,91.74548535,42.97240644,1,53.7423945,0,Agriculture,6.471619195,6.461875435,0
Odisha,19.0559267,86.79472005,5765.453605,15.45742753,194.6244077,Silt,31.05343322,10.54783287,374.5453555,0,26.35952381,85.02141067,0.607194286,0,40.64182516,0,Agriculture,3.309085684,6.087536626,0
Himachal Pradesh,32.12759277,76.73109133,3619.421512,9.360405606,135.7397381,Loam,42.65968469,8.686551849,285.139323,0,23.18075535,21.48275023,81.64488953,1,65.51120938,0,Agriculture,4.543798345,13.32592763,0
Odisha,21.53035432,83.61836119,0,0,356.9058345,Loam,49.56618817,3.9698996,428.0137249,0,12.00325975,51.83046187,88.79609991,0,5.932606251,0,Barren,1.138535945,0.196803236,0
Kerala,11.77356375,75.82027183,2091.935216,54.76575954,201.0165653,Sand,91.18336446,86.28127449,307.8262011,0,22.43078556,72.84739999,91.06589965,0,13.73536997,0,Forest,4.282466609,7.405837389,0
Karnataka,12.11415511,76.35048619,1917.666466,55.53387814,213.6006788,Silt,87.28776017,14.77159801,436.0287701,0,19.19932405,52.08805568,83.23021721,0,66.09987802,0,Urban,4.770024492,16.76134543,0
Tamil Nadu,13.27598064,79.59774265,573.7119737,17.51603874,102.356242,Sand,103.9254234,43.64153967,39.29843639,0,31.58486616,76.40181761,40.62753008,0,66.65092519,0,Barren,3.101713908,15.42845232,0
Meghalaya,25.3584209,91.43639094,850.384159,51.64374458,234.2291486,Loam,91.41906395,13.32868996,441.31919,0,27.78359069,21.59546326,31.36833954,1,68.05260506,0,Agriculture,5.069825945,15.6043758,1
Maharashtra,18.99975329,72.50839394,155.0634015,15.75925027,207.2627161,Clay,91.14216092,86.0884328,32.96991789,0,24.27818565,92.71399838,42.33774083,1,10.09007679,0,Forest,7.901380829,14.26595877,0
Himachal Pradesh,31.73859,78.90925,5393.865939,16.03943348,186.3575247,Loam,26.81031651,79.43730344,298.9202751,0,26.34753393,63.91351231,10.50211014,0,19.70614557,1,Urban,2.376179865,14.46004432,1
Odisha,21.08004439,84.7633481,4554.555163,44.61050177,281.5452324,Loam,47.17543511,20.63557066,561.451261,0,16.20130312,97.56189715,63.71464342,1,76.5149904,1,Agriculture,1.484205307,18.43974105,1
Odisha,21.27004797,86.39472992,6042.304764,25.59302778,6.430356679,Silt,61.86700142,15.72479204,307.1896935,0,22.08063597,71.78767446,18.96593736,1,42.77802045,0,Agriculture,0,4.173320534,0
Odisha,21.89623972,83.11454638,5694.313634,53.89740504,348.2027286,Silt,20.24483949,24.26543369,98.36773266,0,32.01227625,89.07382381,79.97659569,0,93.8983134,1,Agriculture,7.152748957,1.981734119,0
Tamil Nadu,10.3834981,78.44513973,2112.713998,40.08980503,57.96975418,Sand,41.25168393,4.817759429,73.63652628,1,12.35602678,92.15710607,14.16355965,0,73.91732906,0,Forest,2.52223337,10.66954269,0
Kerala,10.35807395,75.57574884,2436.436843,53.20523099,61.74720296,Clay,13.66245105,75.80124021,155.0161574,1,15.95031181,76.47843739,32.61113204,1,11.09603864,0,Barren,0,12.9795856,0
Karnataka,15.22420378,74.28671705,2260.904066,16.39336246,197.0078192,Silt,46.49601037,54.66893873,589.4711667,0,13.9020613,84.81607127,79.92062603,0,12.38678874,0,Forest,2.374829832,15.99628842,0
Meghalaya,25.26178853,91.64640305,0,40.98399271,227.6097441,Clay,10.20348403,32.98313641,566.279091,1,12.66378575,60.49899681,35.51210487,0,75.52493793,0,Agriculture,0.44769529,15.85827959,0
Kerala,11.65989855,74.64957223,4747.109202,12.37096561,9.44156649,Silt,0,59.44938189,168.5877201,0,17.03066299,86.45228006,68.95587794,0,47.10740008,0,Agriculture,9.568897997,4.828582868,0
Maharashtra,19.10541189,75.1439385,2809.854346,43.40200734,162.8844576,Silt,43.33375103,91.77021948,454.4674413,0,17.59495592,28.5716462,53.56270223,0,9.61451704,1,Forest,6.934045128,6.596988253,0
Meghalaya,25.47983826,90.72046129,2100.057488,62.45019221,102.1825313,Silt,61.4238602,58.18705742,454.0522546,0,11.99764075,82.27888821,90.76403415,0,46.14093658,1,Forest,7.786922568,14.15902692,0
Meghalaya,25.07885642,90.43826759,1007.492689,10.88796776,51.51825655,Sand,69.2444727,54.89502443,392.5774331,0,10.59418326,60.44861402,74.38485585,0,8.783979804,0,Forest,6.179844559,18.00270849,0
Maharashtra,16.25944729,74.70476667,1847.858595,55.62466894,239.711332,Loam,39.80452686,70.58397007,212.2453413,0,16.82520467,85.73326743,77.15705076,0,62.62670616,0,Urban,0.886809941,12.0788658,0
Maharashtra,19.8475911,74.89003541,5583.807232,19.18870767,306.8877842,Loam,84.09256808,58.57397869,599.2744391,0,22.56451746,43.37391499,34.27880336,1,24.51024348,0,Agriculture,7.84112448,1.945822608,0
Sikkim,28.0408548,88.40142069,4786.596946,47.99687471,45.86781704,Clay,6.019870564,41.17272069,275.4523562,0,19.13120705,27.93200677,32.82218588,0,53.92877348,0,Urban,9.406353403,12.7163606,0
Uttarakhand,29.6254288,80.38586265,1737.029424,0,195.6836031,Loam,0,7.659807241,385.6870035,0,21.01424078,40.18389545,3.069084731,0,20.17567634,0,Forest,7.200887054,15.51492093,0
Odisha,19.17630396,85.14604012,1396.855273,0,70.35766851,Silt,18.70904293,93.24504976,125.1004026,0,25.97861173,50.96960622,47.74566906,1,86.60810644,0,Barren,6.950123857,15.14012146,0
Jammu & Kashmir,34.68049167,76.60468519,4021.749704,38.92735362,138.9497591,Clay,45.16277053,15.40639341,515.6663586,0,12.91178729,53.76822617,70.3042857,0,36.57739209,0,Agriculture,5.021548948,16.39459331,0
Himachal Pradesh,31.87405971,77.13246394,3545.145837,56.0113021,340.4473863,Clay,0,65.53416868,246.7431103,1,31.15561788,37.97981572,18.41251287,0,5.210112002,0,Agriculture,0,5.645238408,0
Odisha,21.08820122,82.67961009,3421.993435,22.77233559,96.06527348,Sand,54.8056837,36.26524549,584.7352452,0,28.09474191,37.42787725,36.67042234,0,7.253816783,1,Urban,1.36878158,6.057719346,0
Meghalaya,26.2266,89.52594932,107.1095953,68.93102083,323.5455217,Clay,75.31041803,70.09717422,151.6311459,0,27.03321135,46.0251923,30.53203349,0,73.26271279,0,Agriculture,2.528924873,16.92599466,0
Uttarakhand,30.92348551,79.65554937,2870.098779,9.589719028,81.43007098,Sand,38.86106433,78.47510212,451.9798986,0,29.74168636,88.80479327,26.93339491,0,81.05642884,0,Barren,5.566129377,17.66843508,0
Uttarakhand,30.78928947,80.30202336,5496.607245,56.21809655,213.4737791,Silt,98.12433616,77.62061849,235.7955932,0,27.54787272,87.08072226,20.14100022,0,7.527557004,0,Barren,7.097176207,1.867193721,0
Karnataka,12.86915234,74.79802223,1405.088033,56.72168029,93.40601535,Clay,42.0001655,19.00423295,210.29081,0,11.28453484,89.9345258,4.291310925,0,44.10399819,0,Urban,9.654220326,9.98238116,0
Jammu & Kashmir,32.69163067,76.43384776,2692.109801,37.20771,84.15403117,Clay,68.53704109,98.04346174,350.4301641,0,11.75925334,47.74599986,58.52161025,0,1.55131272,0,Urban,4.295255143,3.735596512,0
Himachal Pradesh,30.61075175,77.36896075,2831.42173,32.87197336,267.7382712,Clay,68.81413864,49.93426907,91.68394866,0,19.26937697,60.52881803,71.87248178,1,59.59565187,0,Agriculture,4.62279891,13.32937947,0
Odisha,21.44643895,85.84179312,4108.146786,43.33307399,80.74575683,Silt,22.00171198,80.92740706,92.71639471,0,19.67862118,97.49092887,1.608904222,0,4.896549388,1,Forest,7.210599895,13.06980473,0
Kerala,9.718049014,76.08355241,3857.799383,70.81368179,164.4232973,Loam,72.86140987,61.07101805,221.612429,0,27.96687858,84.83804908,44.20422757,1,69.40095322,0,Barren,4.407206862,17.54922543,0
Maharashtra,19.23252208,75.13981238,1221.590749,46.40536419,114.0337844,Clay,0.199666436,56.50154857,105.7779605,1,24.16953991,67.99234252,41.69033203,1,45.43890087,0,Forest,7.966523094,15.60113072,0
Maharashtra,19.54668024,75.43053512,3767.991148,0,230.9216214,Sand,79.71325579,13.03442129,550.2553202,0,24.1658381,91.22836216,7.21173446,0,59.18494663,1,Agriculture,7.432241165,11.30502486,0
Himachal Pradesh,31.172898,78.11161129,4600.662395,36.72636457,338.6119873,Sand,35.59360163,19.81295218,153.4062829,1,13.53829459,24.56906877,31.83712369,1,88.53233944,0,Urban,0,17.0706002,0
Odisha,19.82289073,85.43785798,4080.954027,65.28262461,305.6974778,Clay,87.16856843,46.47294252,221.0307247,0,27.96390644,86.91975279,36.20439773,0,90.45706909,1,Urban,1.146273227,2.746692902,0
Odisha,19.03334383,85.92444037,3538.968235,62.9716981,15.11047184,Clay,23.12705375,27.80085594,14.28326538,1,32.16431324,83.11646582,58.01050136,1,99.66590783,0,Agriculture,5.074927105,3.476716286,0
Tamil Nadu,12.25215933,79.48096378,1199.520429,29.99624402,58.81445492,Sand,42.91023126,57.31497171,210.9809144,0,31.48320852,22.38846041,14.36881217,0,31.62608223,0,Agriculture,2.413938054,0,0
Arunachal Pradesh,28.30787323,92.65861862,4540.299116,42.44407978,347.0117768,Loam,48.77772656,2.021777436,548.3076417,0,16.09487331,84.85329894,49.78261913,1,53.6558313,0,Forest,7.659698159,20.31361108,0
Jammu & Kashmir,32.43574942,75.27503089,890.0875135,24.781042,187.7795732,Silt,53.25280778,85.42627245,121.2269745,0,31.62719342,34.05678538,18.99446037,0,84.4139548,0,Barren,2.663671194,15.61303441,0
Uttarakhand,31.18588626,80.79075148,5466.114075,74.38965685,346.6795787,Silt,97.16486441,55.23073725,247.6148177,1,30.6033102,60.01648216,48.95385938,1,86.66380411,0,Urban,7.20438663,20.33844555,0
Maharashtra,17.0615381,73.86018017,4719.571314,61.53827626,133.7856757,Sand,0,23.02017435,4.366880096,1,20.11545048,98.1758872,27.36115573,1,20.67515707,0,Urban,2.037873402,6.198722995,0
Karnataka,13.66235774,75.2086363,1023.812453,62.05165836,102.8613228,Sand,3.991819677,49.52833873,368.2020389,0,28.42193684,71.86325359,77.55754371,0,96.51876142,0,Urban,2.66794033,15.72273816,0
Sikkim,27.17137021,88.47569925,3574.449745,63.77908551,218.5523493,Clay,104.9164908,38.42548081,412.982543,0,19.05274804,76.34626358,1.118353824,0,27.3508292,0,Urban,1.656271987,8.620510675,0
Arunachal Pradesh,28.04245003,94.99615412,3274.466876,52.62892969,203.0742954,Silt,36.51033386,0.26482342,250.4082908,1,10.24995993,36.64788095,14.15096934,1,80.894504,0,Agriculture,10.33432365,19.81358084,0
Sikkim,27.44312036,88.56590148,456.943658,46.09152217,278.9514904,Silt,0,3.325418056,365.055613,0,33.06248561,40.61771494,88.53734144,0,83.57633492,0,Agriculture,6.152188227,5.37712655,0
Maharashtra,19.29876299,74.46956993,1419.138342,1.959818216,351.4632293,Silt,70.90038331,73.73418004,126.6329141,1,21.10007461,31.85270611,56.92994275,0,9.700916599,0,Urban,9.911081003,4.018435992,0
Kerala,9.740461359,75.08116558,800.0567292,32.13547906,1.781010245,Clay,106.7170906,61.93106379,122.1539062,0,24.83923575,61.33073628,50.72032921,0,11.85871726,0,Forest,9.83843305,22.39663891,0
Jammu & Kashmir,32.57228641,77.28779739,674.7870866,57.09863624,26.47310917,Clay,60.95141515,62.23654259,348.4707865,0,20.68651891,66.34129254,52.05836293,0,23.77145851,0,Agriculture,4.853905284,8.862006841,0
Kerala,8.35967821,77.27100617,1315.963701,44.65439108,9.187511877,Sand,39.24800559,75.963001,166.6175424,0,34.06122051,26.57472187,36.37657238,0,57.52856912,1,Forest,11.07596471,8.346873772,0
Arunachal Pradesh,28.48712323,92.13002898,5490.113377,9.183013422,69.57120971,Sand,15.65796806,57.66516017,195.6583595,0,25.77445901,94.6034948,93.99832139,0,19.39844059,0,Forest,3.796667353,17.48579352,0
Kerala,11.49145017,77.11678003,2981.568718,63.52276139,228.9570967,Clay,23.89685546,87.71698859,160.696471,0,23.54638149,71.74941695,66.56888008,0,19.69925205,0,Agriculture,4.193692734,17.73105398,0
Arunachal Pradesh,26.57111372,91.84227777,1494.903841,16.56962323,175.5465601,Sand,3.026273934,93.10634826,312.6402481,0,23.27177547,57.92913642,5.687579995,0,44.24763428,1,Forest,2.392671021,9.43948688,0
Jammu & Kashmir,33.97525435,77.28145508,3216.294432,8.791831943,339.7572426,Silt,91.84113748,77.65255322,468.2131243,0,17.97890951,64.79707885,10.47765763,1,92.11968802,1,Urban,5.771894211,7.142021382,0
Odisha,21.88266446,85.12669535,3612.226332,68.00676897,107.3313941,Silt,90.41970838,77.68904858,430.2505166,0,22.33449782,65.21067682,76.58801558,0,61.92402899,0,Urban,7.696148738,18.37268871,0
Kerala,12.39094934,76.03690911,3012.212828,27.61102704,181.310597,Silt,50.33320687,82.19972238,279.3781871,0,33.02189131,25.0358904,38.22066872,0,90.12810611,0,Urban,6.142051348,12.38752372,0
Jammu & Kashmir,33.14941254,75.25622297,5332.224938,40.90269814,347.6615733,Silt,20.06910635,82.69278035,486.9358792,0,26.56585856,26.14021899,76.58686283,1,70.51041666,0,Barren,2.161816518,14.78468551,0
Tamil Nadu,9.199136074,77.72599192,2320.859428,10.18466977,15.19303376,Loam,22.63007715,28.96694002,132.682046,0,20.30955712,41.73447011,37.60654842,1,34.92383987,1,Agriculture,3.85220884,3.224863749,0
Arunachal Pradesh,29.46499978,96.02408093,4618.774149,53.84696382,224.2454561,Sand,66.29692167,15.60403418,194.3280339,0,13.3144212,76.65658113,48.85812828,0,11.72638882,1,Forest,6.912294523,4.7361262,0
Himachal Pradesh,31.10638339,78.93909008,791.9985904,6.162148565,238.725839,Sand,0,64.91879236,318.3321107,0,23.03497652,79.19567483,62.07884867,0,33.95466439,1,Barren,0,5.491165755,0
Jammu & Kashmir,33.69312619,76.29452617,3632.132851,52.39051689,48.14879872,Silt,73.05571844,60.47371831,236.115962,1,23.38947534,41.37730365,88.2990971,1,89.8769037,0,Agriculture,8.665064185,4.605793038,0
Karnataka,11.56189136,74.44750126,5571.036538,60.0908202,61.64518074,Clay,25.04054965,72.21154534,481.3995811,0,26.02911369,40.66823193,96.37739705,0,43.43892123,1,Urban,2.648260151,8.710337953,0
Sikkim,27.10250921,88.35063853,825.6390878,19.66030312,248.0596236,Loam,77.42182086,61.51317578,136.5024617,0,20.04167657,81.98921861,66.49037873,1,32.02053203,0,Urban,8.698311736,9.601798823,0
Jammu & Kashmir,33.80301124,75.94286635,5739.794955,63.87940127,338.1978963,Silt,83.84743401,20.62490076,234.5973371,0,19.46410186,20.08241059,51.28681175,1,46.06849358,1,Agriculture,0,13.28934709,0
Karnataka,14.18536259,75.77972442,2473.758513,74.70278351,241.5019355,Sand,40.04777458,82.3680314,558.8635976,0,18.76146779,37.11430814,68.39316933,0,41.80051907,0,Barren,2.156406072,15.22689544,0
Uttarakhand,30.83116804,79.84064539,2401.112472,53.99664024,233.7948908,Loam,9.455804749,18.79843168,32.52504271,0,33.10996109,32.76256203,29.2343147,1,23.20278552,0,Urban,3.702981992,8.08199849,0
Tamil Nadu,9.110776562,79.96655164,2661.492206,56.99438783,97.9751161,Clay,70.54007979,55.20694503,406.3690754,0,34.29134836,64.90128897,50.75118537,0,24.12837436,1,Urban,10.51451356,7.78056427,0
Himachal Pradesh,32.17792256,78.53953774,3106.93562,33.35768353,143.6842869,Silt,9.836451688,37.70093449,423.3790154,0,22.11782351,43.44495588,98.0686836,0,53.18074113,0,Urban,6.514383791,2.736591087,0
Arunachal Pradesh,27.16146241,95.76671374,3590.855179,55.10112935,104.135157,Clay,87.24381591,82.44853894,460.90355,0,32.68663378,40.91798434,8.024261003,1,7.127815981,0,Agriculture,2.959354044,16.52613755,1
Jammu & Kashmir,32.96329201,76.49689091,1343.725838,51.9393133,220.19451,Loam,28.53692286,5.698866152,118.5567727,1,10.69341677,51.93927575,66.26629147,0,78.59001472,0,Urban,0,17.57059294,0
Meghalaya,25.99083281,89.93038547,5132.70761,40.14444911,169.0847665,Silt,0,74.63840943,6.134338254,0,20.49053687,99.05487497,14.18295198,0,89.37335044,0,Urban,3.053645619,17.93024427,0
Himachal Pradesh,30.50020099,76.53052649,3894.284003,29.63266744,97.54270431,Silt,92.79490727,37.30451298,231.6294205,0,29.72170331,42.69328606,9.249703782,1,97.33293911,0,Agriculture,5.676643194,17.47667899,0
Meghalaya,25.55955278,91.11614343,5461.849759,18.77932641,317.8977057,Clay,25.45810635,86.33168457,409.9982308,1,21.12171209,59.87800878,7.41242895,0,87.59164692,1,Agriculture,3.861077822,15.23391594,0
Sikkim,27.63647039,88.96294034,2079.35492,29.54325929,288.3822319,Loam,85.25202621,78.21028404,461.8341281,0,34.49003627,33.80851572,7.927827378,0,76.17008494,1,Forest,2.933217022,19.71554644,0
Kerala,9.760339663,75.42549553,357.948512,14.06577873,198.8562672,Silt,56.54318597,42.04246421,138.986429,0,23.86657583,76.11735423,48.01442172,1,37.80672412,0,Forest,12.65911883,0,0
Arunachal Pradesh,28.41482144,92.75414255,5794.737348,28.21199168,113.1797312,Sand,69.10351956,8.353975442,7.513199701,0,33.76423205,35.09877988,60.02230678,0,99.76811005,0,Urban,4.773446587,11.32695729,0
Tamil Nadu,12.6190048,77.57998742,171.6109688,62.77384603,17.74085999,Loam,21.78484624,52.17495887,44.31249366,0,25.40229159,61.2803976,43.62946504,0,19.02034823,1,Forest,4.408735003,2.133094791,0
Uttarakhand,30.52572338,79.17887689,3520.169637,40.5642309,73.63994621,Silt,20.48337884,3.045595718,417.9033862,0,10.94985895,44.3412627,3.865856996,1,1.919290746,1,Forest,9.461740714,4.880260248,0
Karnataka,14.31338218,76.31690273,1967.183878,39.68069426,231.5826233,Clay,98.47955647,23.12885392,289.1655387,0,24.87849588,26.32101513,4.727840728,1,1.099160055,0,Urban,0.218650586,5.124487235,1
Karnataka,15.01641542,76.60247783,3152.459711,37.0460493,38.29317843,Silt,76.88988675,76.03837661,475.3481423,1,23.7830575,61.04614465,39.88501323,0,10.0607884,0,Forest,6.08865852,0,0
Odisha,20.39313242,85.28486556,2718.635841,32.43679461,32.02717015,Clay,62.10337421,68.51312734,199.2077263,0,24.75914788,60.84761702,57.83611192,0,41.91074389,0,Urban,3.828168821,6.267854973,0
Tamil Nadu,8.146753669,79.7188342,1268.585058,54.3375814,144.901916,Sand,30.99277602,55.94822211,193.1291257,0,33.18877633,57.63362383,85.53482504,0,49.18684126,0,Forest,6.496513797,0,0
Jammu & Kashmir,32.00224803,76.1225444,4230.254644,14.70031558,166.6968776,Loam,79.46746793,29.74633147,498.3519951,0,30.1894652,79.02872735,73.20750435,0,38.98842882,0,Forest,8.656147123,16.09798159,0
Jammu & Kashmir,32.23550081,75.05645473,1396.899274,47.63139411,148.4841523,Sand,43.32105165,27.68551559,371.790138,1,17.65006055,37.97730217,87.96334488,0,9.264773586,0,Agriculture,2.462569096,14.96741648,0
Meghalaya,25.1791733,90.52760894,4662.346405,41.27255097,118.8443685,Silt,29.89470733,55.98338659,132.197683,0,33.02852166,72.79998197,35.08923714,0,10.22631761,0,Forest,1.511099674,0.192775865,0
Karnataka,14.7009051,75.37442852,600.9481122,51.39792992,107.4293262,Loam,25.12480634,77.49586272,587.6673367,0,18.31063254,46.80506962,62.08620063,0,29.11304627,0,Barren,4.256375552,5.275600032,0
Sikkim,28.05291131,88.3473863,1088.867258,12.79720392,20.99515518,Loam,76.1907925,46.65705124,397.4148255,0,28.64403597,27.16658856,35.12018518,1,76.12514009,1,Forest,4.816302072,16.37335945,0
Jammu & Kashmir,32.95716699,77.02501447,1178.932138,30.32103484,26.68923291,Silt,31.42501526,38.63892667,192.5240942,0,16.65766446,46.5417094,78.3547481,0,46.80815217,1,Forest,4.689682745,4.936218727,0
Sikkim,27.74938246,88.93266137,4021.201995,7.205936307,63.62350508,Sand,49.92670463,34.57095818,26.92296799,0,13.07495663,22.45417632,95.01459483,1,63.45155209,1,Agriculture,4.750928428,10.90915451,0
Maharashtra,18.13622315,74.27584204,4870.368934,47.27006884,83.73491813,Loam,29.03618332,99.62209639,274.7861139,0,17.8351384,86.56787725,3.251393926,0,82.76062214,1,Barren,7.481473439,15.24359911,0
Karnataka,12.11447842,77.25180301,5537.030823,51.37454641,73.04215261,Sand,75.90317845,84.25621041,266.1259545,0,13.82237888,77.43267614,51.59353979,0,92.10136774,0,Forest,6.080329264,14.08895187,0
Odisha,20.51973722,85.96617712,4903.221945,21.23154442,22.75995343,Loam,74.7307014,63.21304487,335.5035358,0,10.61518144,60.38560952,97.60832885,0,92.5941324,0,Agriculture,4.064587838,15.38343667,0
Meghalaya,25.15822305,90.26033219,4537.699518,28.48878346,261.3668335,Clay,16.94491801,73.49706181,120.1629252,0,11.81423658,54.68825344,28.64257183,1,86.02448674,1,Agriculture,3.703729304,17.20577401,0
Maharashtra,17.92483359,72.56491775,4585.030069,11.03547284,128.9106847,Silt,10.37398417,56.89932741,257.2167719,0,27.32253715,87.09223497,80.3020821,1,6.620425421,1,Agriculture,8.424440414,19.28664008,0
Maharashtra,18.83517616,74.74912356,5734.232444,65.16375613,109.0009077,Clay,59.13105452,36.45556037,173.5005309,0,32.02454372,28.66706135,94.83024897,0,61.30559769,0,Urban,3.015990313,6.115722142,0
Tamil Nadu,9.029859899,79.26313718,3854.884251,55.53466039,3.336824925,Silt,45.44664296,94.67218741,537.9518176,0,12.0223297,95.80849185,14.40942504,0,49.38056835,0,Barren,3.201937064,2.892277269,0
Kerala,10.00447998,75.30453441,378.541938,44.99050314,250.5247695,Clay,99.19079485,84.85107146,542.4508813,0,32.82393725,90.13166447,75.41724496,0,3.784418401,0,Barren,0.684038245,17.83189789,0
Himachal Pradesh,32.15936121,78.9356198,2762.163295,61.51398431,214.0389067,Clay,60.49285661,98.26720967,185.5382585,0,28.97985928,31.19747767,70.35976732,1,44.9235618,0,Forest,0.408981933,10.35295089,1
Tamil Nadu,9.863542268,79.57120932,5699.964079,2.801577241,169.8820181,Sand,83.90464634,18.51427975,389.43449,0,29.50292326,27.2547955,51.01501007,1,62.08732949,0,Urban,5.47865445,14.96355769,0
Tamil Nadu,11.43474906,77.39253224,784.9777749,23.41369351,299.5723757,Clay,49.49256784,66.81382367,83.1363316,0,20.51470775,26.77349195,85.48421431,1,20.41879544,0,Forest,3.805707982,13.32873095,0
Uttarakhand,29.22105788,80.85077551,1928.113973,39.78464943,354.4273666,Sand,23.55518125,32.50385809,75.00814021,0,34.59728183,72.3324605,56.67659579,0,4.291096155,1,Urban,5.133240532,12.80681578,0
Maharashtra,16.50811657,73.1901805,3200.391279,58.39967718,105.9207194,Silt,43.76869869,94.35534676,141.7623941,0,24.70196502,60.36263832,85.49915844,1,45.06582278,0,Urban,5.122048997,9.418396616,0
Sikkim,27.51371503,88.66371289,2341.85493,58.97995361,9.385780232,Silt,1.158431974,1.743230718,371.7089495,0,20.62972775,79.42414735,87.82512636,0,7.625327171,1,Agriculture,4.011121214,14.13215999,0
Kerala,10.90644985,75.5702691,4390.907196,49.40541127,194.9553059,Silt,0.444806367,47.51488134,452.4768412,0,16.50676669,49.80002236,95.78192022,0,43.16098637,0,Barren,5.984958746,6.606030552,0
Arunachal Pradesh,27.52165402,91.60708874,1635.461236,56.25891354,89.09892826,Clay,18.30905961,52.82299398,113.4026598,0,19.53016093,37.04850212,46.08120056,0,0.065568448,0,Urban,10.66388999,10.47230172,0
Karnataka,13.61916136,76.84343913,853.8709243,28.98042717,351.8646109,Silt,5.919462833,9.632520134,206.2981141,0,22.80013709,80.5930232,35.01950309,1,45.966353,0,Urban,10.5010609,8.558770071,0
Kerala,10.73017002,76.74373788,3281.971302,53.63666939,327.8208914,Clay,3.898607554,19.51048672,495.4234646,1,32.15953878,64.00943225,64.9373943,0,37.92994731,0,Agriculture,4.41584422,12.57203285,0
Tamil Nadu,10.52050193,79.77181384,6275.351602,59.05039294,338.6901373,Sand,29.49153867,68.44753739,198.9941326,0,33.99608464,95.66480911,43.90148925,1,69.77905755,0,Urban,1.180265835,0.528922441,0
Meghalaya,25.17348127,89.8125251,3266.231912,3.199573536,355.8577579,Silt,28.58843268,32.33606233,174.2060524,0,10.34485455,93.66034622,77.16190964,0,33.05987436,0,Forest,3.850809476,8.566979105,1
Odisha,21.36393105,82.95000267,1284.31728,65.5071601,359.034248,Silt,28.40834258,55.58845026,285.4835791,0,22.29911759,42.28417273,1.756410037,0,43.70144956,0,Barren,0,21.84421702,0
